"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 4",2,0,1725729,75,7,"__amd_rocclr_copyBuffer",296,768621526634770,768621526639250,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,76,7,"__amd_rocclr_copyBuffer",297,768621526655250,768621526659730,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,77,7,"__amd_rocclr_copyBuffer",299,768621526678290,768621526680370,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,78,7,"__amd_rocclr_copyBuffer",300,768621526697171,768621526700371,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,79,7,"__amd_rocclr_copyBuffer",301,768621526716691,768621526718451,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,80,7,"__amd_rocclr_copyBuffer",302,768621526733491,768621526735411,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,81,7,"__amd_rocclr_copyBuffer",303,768621526751731,768621526755411,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,82,7,"__amd_rocclr_copyBuffer",304,768621526781332,768621526785812,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,83,7,"__amd_rocclr_copyBuffer",306,768621526804212,768621526807572,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,84,7,"__amd_rocclr_copyBuffer",307,768621526824372,768621526829652,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,85,7,"__amd_rocclr_copyBuffer",308,768621526846132,768621526851092,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,86,7,"__amd_rocclr_copyBuffer",309,768621526867253,768621526869013,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,87,7,"__amd_rocclr_copyBuffer",310,768621526884373,768621526887253,0,0,20,4,32,512,1,1,512,1,1
